Eng Displ,# Cyl,Comb Unadj FE - Conventional Fuel,# Gears,Max Ethanol % - Gasoline,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Stop/Start System (Engine Management System)  Description,Lockup Torque Converter,Calc Approach Desc,Cyl Deact?,Trans Creeper Gear
1.4,4,43.4096,6,10.0,2,2,none,,Derived 5-cycle label,^^,N
3.6,6,27.1436,6,10.0,2,2,No,   ,not filled in,N,N
,8,19.4895,6,10.0,2,2,none,N,Derived 5-cycle label,N,N
5.7,8,19.6419,6,10.0,1,1,No,Y,Derived 5-cycle label,^^,N
4.7,8,19.9146,6,10.0,2,2,none,Y,not filled in,^^,N
5.0,8,22.7512,8,85.0,2,2,Yes,,not filled in,^^,N
5.2,10,19.4796,7,10.0,2,2,none,   ,Vehicle Specific 5-cycle label,N,N
5.5,8,23.4146,7,10.0,2,2,Yes,   ,not filled in,^^,N
1.6,4,48.5038,1,10.0,2,2,none,Y,not filled in,^^,N
2.5,4,34.3617,6,10.0,2,2,No,Y,not filled in,N,N
2.4,4,32.2322,6,10.0,2,2,No,   ,not filled in,N,N
3.8,6,23.8365,8,10.0,2,2,none,Y,Vehicle Specific 5-cycle label,N,N
4.4,8,20.538,7,10.0,2,2,none,N,Derived 5-cycle label,^^,N
1.6,4,40.9233,6,10.0,2,2,No,N,not filled in,^^,N
,8,15.7792,6,85.0,1,1,No,Y,Derived 5-cycle label,N,N
2.4,4,30.7928,6,85.0,2,2,No,Y,not filled in,^^,N
,6,21.6024,5,10.0,2,2,No,Y,Derived 5-cycle label,N,N
3.5,6,26.8557,6,15.0,2,2,No,Y,not filled in,^^,N
3.7,6,27.5193,6,15.0,2,2,No,Y,Derived 5-cycle label,N,N
4.5,8,18.3593,7,10.0,2,2,none,N,Derived 5-cycle label,N,N
3.5,6,29.0822,6,10.0,2,2,No,   ,Derived 5-cycle label,^^,N
2.0,4,36.7729,6,10.0,2,2,No,,not filled in,^^,N
3.0,6,30.2743,8,10.0,2,2,none,Y,not filled in,N,N
3.0,6,37.7103,8,10.0,2,2,Yes,Y,not filled in,N,N
3.2,6,29.2278,9,10.0,2,2,No,Y,not filled in,^^,N
,6,25.809,5,10.0,2,2,No,Y,Derived 5-cycle label,Y,N
,8,20.9921,6,85.0,1,1,No,   ,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,^^,N
4.4,8,25.3787,8,10.0,2,2,Yes,   ,not filled in,N,N
2.4,4,32.6645,6,10.0,2,2,none,Y,not filled in,^^,N
6.2,8,20.4428,6,10.0,1,1,none,N,Derived 5-cycle label,^^,N
6.2,8,14.1502,6,10.0,2,2,No,Y,Derived 5-cycle label,N,N
2.4,4,34.0888,6,85.0,2,2,No,   ,Derived 5-cycle label,N,N
3.0,6,24.4063,6,10.0,2,2,none,N,Vehicle Specific 5-cycle label,N,N
2.5,4,31.8747,6,10.0,2,2,none,N,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N,N
5.0,8,23.7643,8,10.0,2,2,none,Y,Derived 5-cycle label,^^,N
,6,25.4388,1,10.0,2,2,No,Y,Derived 5-cycle label,N,N
,4,29.965,6,15.0,2,2,No,Y,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N,N
4.4,8,24.8022,8,10.0,2,2,Yes,,Derived 5-cycle label,N,N
2.0,4,32.6837,6,10.0,2,2,none,   ,Derived 5-cycle label,^^,N
3.0,6,30.745,6,10.0,2,2,Yes,N,not filled in,^^,N
5.3,8,18.3618,4,85.0,1,1,none,Y,Derived 5-cycle label,N,N
,6,25.9349,6,10.0,2,2,No,Y,Derived 5-cycle label,N,N
,8,22.0455,6,85.0,1,1,No,   ,Derived 5-cycle label,^^,N
,8,22.0455,6,85.0,1,1,No,Y,Derived 5-cycle label,Y,N
3.6,6,28.1841,6,85.0,2,2,No,   ,Derived 5-cycle label,N,N
1.3,4,58.928,7,10.0,1,1,No,   ,not filled in,^^,N
1.6,4,41.3746,5,15.0,2,2,none,   ,Derived 5-cycle label,N,N
,4,29.5577,6,10.0,2,2,No,Y,Derived 5-cycle label,N,N
4.0,8,25.389,7,10.0,2,2,No,   ,Vehicle Specific 5-cycle label,^^,N
,4,39.4431,6,10.0,2,2,none,N,Derived 5-cycle label,N,N
3.7,6,24.8867,6,85.0,2,2,none,,Derived 5-cycle label,N,N
2.0,4,37.326,5,10.0,2,2,No,N,not filled in,^^,N
2.0,4,33.2237,6,10.0,2,2,none,Y,Vehicle Specific 5-cycle label,^^,N
2.0,4,33.1736,6,10.0,2,2,none,N,not filled in,N,N
3.6,6,27.8124,6,10.0,2,2,No,,Derived 5-cycle label,N,N
2.4,4,33.0426,5,10.0,2,2,No,   ,Derived 5-cycle label,N,N
3.7,6,28.8503,6,15.0,2,2,none,N,not filled in,^^,N
,6,26.9826,7,10.0,2,2,Yes,   ,Derived 5-cycle label,N,N
,8,21.013,8,10.0,1,1,No,Y,Derived 5-cycle label,Y,N
,4,37.1622,6,10.0,2,2,No,Y,not filled in,^^,N
3.6,6,24.4714,6,10.0,2,2,No,Y,not filled in,^^,N
,8,22.4692,6,10.0,2,2,No,Y,not filled in,N,N
,8,22.1706,8,10.0,2,2,No,   ,Derived 5-cycle label,N,N
2.4,4,34.0888,6,85.0,2,2,No,Y,Derived 5-cycle label,^^,N
1.6,4,42.5882,6,15.0,2,2,none,Y,Derived 5-cycle label,N,N
2.4,4,33.635,5,10.0,2,2,No,   ,not filled in,N,N
3.5,6,22.5531,6,15.0,2,2,none,Y,Derived 5-cycle label,N,N
,6,28.6753,6,10.0,2,2,No,   ,Derived 5-cycle label,Y,N
,6,25.263,7,85.0,2,2,No,   ,Derived 5-cycle label,^^,N
4.7,8,26.163,7,10.0,2,2,Yes,Y,not filled in,^^,N
,10,16.8379,6,10.0,2,2,none,N,Vehicle Specific 5-cycle label,N,N
2.0,4,69.8931,1,10.0,2,2,Yes,   ,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,^^,N
1.6,4,40.9233,6,10.0,2,2,No,N,not filled in,^^,N
5.5,8,22.65,7,10.0,2,2,Yes,   ,not filled in,^^,N
,4,30.2655,6,10.0,2,2,none,Y,Derived 5-cycle label,N,N
,8,20.9921,6,85.0,1,1,No,Y,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,^^,N
2.0,4,35.6395,7,10.0,2,2,Yes,   ,not filled in,^^,N
,4,31.5709,6,10.0,2,2,No,N,Derived 5-cycle label,^^,N
1.6,4,41.2163,6,15.0,2,2,none,Y,Derived 5-cycle label,^^,N
,8,19.0572,8,10.0,1,1,No,   ,Derived 5-cycle label,Y,N
3.4,6,29.5284,6,10.0,2,2,none,N,not filled in,^^,N
3.6,6,24.5122,6,10.0,2,2,No,Y,not filled in,^^,N
3.7,6,27.5193,6,15.0,2,2,No,   ,Derived 5-cycle label,^^,N
,4,33.9354,5,10.0,2,2,none,N,Derived 5-cycle label,N,N
4.0,8,24.071,8,10.0,2,2,No,Y,Vehicle Specific 5-cycle label,^^,N
2.0,4,34.7312,6,10.0,2,2,none,N,Derived 5-cycle label,N,N
3.7,6,24.8373,6,10.0,2,2,none,N,Derived 5-cycle label,N,N
6.0,12,21.2675,7,10.0,2,1,none,   ,Derived 5-cycle label,N,N
4.0,6,23.1213,6,10.0,2,2,No,,Derived 5-cycle label,^^,N
2.5,4,36.1092,1,10.0,2,2,No,,not filled in,^^,N
,6,37.7304,8,,2,2,Yes,Y,Vehicle Specific 5-cycle label,^^,N
3.6,6,27.9923,8,10.0,2,2,No,,Derived 5-cycle label,^^,N
2.5,4,40.7049,6,10.0,2,2,No,,Derived 5-cycle label,^^,N
,6,24.4531,6,15.0,2,2,No,   ,Derived 5-cycle label,N,N
,4,43.9612,6,10.0,2,2,No,N,not filled in,N,N
,8,26.9406,8,15.0,2,2,Yes,,Vehicle Specific 5-cycle label,^^,N
,8,18.8533,5,10.0,2,2,No,Y,Derived 5-cycle label,N,N
2.0,4,31.4687,1,10.0,2,2,No,Y,Derived 5-cycle label,N,N
1.8,4,41.18,5,,2,2,none,Y,not filled in,^^,N
,8,19.6019,8,10.0,2,2,Yes,Y,not filled in,N,N
,8,17.0498,7,10.0,2,2,No,Y,Vehicle Specific 5-cycle label,N,N
2.0,4,33.2006,6,15.0,2,2,No,   ,Derived 5-cycle label,^^,N
,12,19.1935,8,10.0,2,2,No,,Vehicle Specific 5-cycle label,N,N
3.7,6,28.2709,7,10.0,2,2,No,   ,Derived 5-cycle label,^^,N
3.0,6,23.9607,8,10.0,2,2,No,   ,Derived 5-cycle label,^^,N
,6,Mod,8,,2,2,No,Y,Vehicle Specific 5-cycle label,N,N
3.0,6,29.921,8,10.0,2,2,none,Y,Derived 5-cycle label,N,N
3.0,6,31.0274,8,10.0,2,2,Yes,   ,not filled in,N,N
3.6,6,28.9863,6,85.0,2,2,No,,Derived 5-cycle label,^^,N
5.0,8,22.7512,8,10.0,2,2,Yes,   ,Derived 5-cycle label,N,N
5.3,8,18.3252,4,85.0,1,1,No,Y,Derived 5-cycle label,N,N
,4,29.901,6,15.0,2,2,No,   ,Derived 5-cycle label,N,N
1.6,4,39.6538,6,10.0,2,2,none,Y,not filled in,N,N
,6,23.7581,6,15.0,2,2,No,Y,not filled in,^^,N
3.5,6,43.1029,7,10.0,2,2,No,   ,not filled in,^^,N
4.4,8,24.7921,8,10.0,2,2,No,Y,Derived 5-cycle label,^^,N
3.0,6,33.4145,8,10.0,2,2,none,Y,Derived 5-cycle label,N,N
4.8,8,23.7927,7,10.0,2,2,Yes,   ,Derived 5-cycle label,N,N
1.4,4,46.2158,5,10.0,2,2,none,N,not filled in,^^,N
,3,42.6167,6,10.0,2,2,No,Y,not filled in,N,N
2.0,4,37.2455,6,10.0,2,2,No,Y,not filled in,^^,N
4.3,6,24.3528,6,85.0,1,1,No,Y,not filled in,Y,N
1.6,4,39.6538,6,10.0,2,2,none,   ,Derived 5-cycle label,N,N
,6,24.1906,6,10.0,2,2,No,   ,Derived 5-cycle label,N,N
2.0,4,45.9027,6,10.0,2,2,No,   ,not filled in,^^,N
4.0,6,24.5125,5,10.0,2,2,none,,Derived 5-cycle label,N,N
2.4,4,31.3617,6,10.0,2,2,No,Y,not filled in,^^,N
3.7,6,30.2506,6,15.0,2,2,none,Y,Derived 5-cycle label,N,N
2.0,4,36.5172,6,10.0,2,2,none,,Derived 5-cycle label,^^,N
,8,20.4428,6,10.0,1,1,No,N,not filled in,N,N
3.0,6,30.2743,8,10.0,2,2,Yes,   ,not filled in,N,N
6.6,12,18.7023,8,10.0,2,2,none,,Vehicle Specific 5-cycle label,N,N
4.5,8,18.6649,7,10.0,2,2,none,   ,Derived 5-cycle label,N,N
3.0,6,23.3195,8,10.0,2,2,No,,not filled in,^^,N
3.6,6,25.2919,6,10.0,2,2,No,Y,not filled in,^^,N
3.5,6,29.6061,6,15.0,2,2,No,,Derived 5-cycle label,N,N
2.5,4,36.3582,6,10.0,2,2,No,Y,not filled in,^^,N
,6,29.8951,6,10.0,2,2,Yes,N,not filled in,N,N
3.6,6,29.8923,8,85.0,2,2,No,,Derived 5-cycle label,^^,N
,6,26.9379,6,10.0,2,2,No,Y,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N,N
,6,31.9688,6,15.0,2,2,No,,Derived 5-cycle label,^^,N
5.0,8,22.1329,6,85.0,2,2,No,   ,Derived 5-cycle label,N,N
3.6,6,25.6217,8,85.0,2,2,No,Y,not filled in,N,N
,6,Mod,8,,2,2,none,Y,Vehicle Specific 5-cycle label,N,N
5.9,12,19.4,6,10.0,2,2,none,Y,Derived 5-cycle label,N,N
,8,22.0455,6,85.0,1,1,No,Y,Derived 5-cycle label,^^,N
1.8,4,41.2528,4,15.0,2,2,No,,not filled in,^^,N
,8,17.0703,6,10.0,2,2,none,N,Vehicle Specific 5-cycle label,N,N
,6,24.6108,6,10.0,2,2,No,Y,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N,N
6.3,12,16.5736,7,10.0,2,2,Yes,,not filled in,^^,N
2.0,4,34.5694,6,10.0,2,2,No,,not filled in,N,N
3.0,6,26.0123,8,85.0,2,2,Yes,,not filled in,^^,N
4.4,8,22.0246,6,10.0,2,2,Yes,   ,not filled in,N,N
3.5,6,28.3636,6,10.0,2,2,No,,Derived 5-cycle label,^^,N
,8,18.7398,6,10.0,2,2,No,Y,Derived 5-cycle label,^^,N
4.0,6,23.4074,5,10.0,2,2,No,   ,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N,N
3.5,6,29.2907,7,10.0,2,2,Yes,,not filled in,^^,N
4.5,8,18.6649,7,10.0,2,2,none,   ,Derived 5-cycle label,N,N
2.0,4,36,6,10.0,2,2,No,   ,not filled in,^^,N
,6,27.812,8,10.0,2,2,Yes,,Derived 5-cycle label,N,N
1.8,4,40.4893,6,10.0,2,2,none,,Derived 5-cycle label,N,N
,8,22.3008,6,10.0,2,2,none,Y,Derived 5-cycle label,N,N
,6,23.8597,7,10.0,2,2,No,Y,not filled in,N,N
5.3,8,18.3618,4,85.0,1,1,No,   ,Derived 5-cycle label,^^,N
2.5,4,27.3942,5,10.0,2,2,No,N,Derived 5-cycle label,^^,N
1.8,4,46.8014,1,15.0,2,2,No,   ,Derived 5-cycle label,N,N
3.0,6,27.2497,8,10.0,2,2,none,Y,Vehicle Specific 5-cycle label,^^,N
1.5,4,46.0738,6,10.0,2,2,none,N,not filled in,^^,N
3.6,6,27.8126,6,10.0,2,2,none,Y,Derived 5-cycle label,^^,N
3.5,6,30.8051,7,10.0,2,2,none,Y,not filled in,^^,N
2.0,4,32.3653,6,15.0,2,2,No,Y,not filled in,^^,N
1.6,4,36.2895,6,10.0,2,2,No,,Derived 5-cycle label,N,N
2.0,4,35.4045,6,10.0,2,2,No,   ,Derived 5-cycle label,N,N
1.4,4,39.3546,6,10.0,2,2,No,N,not filled in,N,N
3.5,6,38.2417,7,10.0,2,2,No,   ,not filled in,^^,N
,4,43.6255,6,85.0,2,2,No,Y,not filled in,^^,N
5.7,8,22.6721,5,10.0,1,1,No,,Derived 5-cycle label,^^,N
2.0,4,54.9862,1,15.0,2,2,Yes,   ,Derived 5-cycle label,N,N
4.2,8,20.6087,7,10.0,2,2,none,Y,Vehicle Specific 5-cycle label,N,N
2.0,4,49.5694,8,,2,2,No,   ,not filled in,N,N
1.5,4,70.8548,1,15.0,2,2,Yes,N,Vehicle Specific 5-cycle label,^^,N
2.5,5,32.2178,6,10.0,2,2,No,Y,Vehicle Specific 5-cycle label,^^,N
5.7,8,20.4256,6,10.0,1,1,none,Y,Derived 5-cycle label,Y,N
,4,39.3004,5,10.0,2,2,No,N,not filled in,N,N
6.2,8,17.9556,6,10.0,1,1,No,Y,not filled in,^^,N
,6,29.8923,8,10.0,2,2,No,,Derived 5-cycle label,N,N
3.5,6,23.8196,6,15.0,2,2,No,   ,Derived 5-cycle label,N,N
3.6,6,28.9863,6,85.0,2,2,No,Y,not filled in,^^,N
5.7,8,22.3347,8,10.0,1,1,No,Y,Derived 5-cycle label,Y,N
3.0,6,27.9258,8,10.0,2,2,Yes,Y,not filled in,^^,N
5.9,12,19.4,6,10.0,2,2,none,Y,Derived 5-cycle label,N,N
4.8,8,16.6993,6,10.0,1,1,none,Y,Derived 5-cycle label,N,N
2.0,4,32.1852,6,10.0,2,2,none,,Derived 5-cycle label,N,N
2.5,4,37.8945,1,10.0,2,2,No,Y,Derived 5-cycle label,N,N
6.7,12,17.4353,8,10.0,2,2,none,,Vehicle Specific 5-cycle label,N,N
,6,20.0268,4,10.0,1,1,No,Y,Derived 5-cycle label,N,N
,8,23.5595,8,10.0,2,2,No,   ,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N,N
4.8,8,16.656,6,10.0,1,1,No,Y,Derived 5-cycle label,N,N
4.4,8,24.2137,8,10.0,2,2,none,,Derived 5-cycle label,N,N
3.0,6,33.4878,8,10.0,2,2,Yes,Y,not filled in,N,N
,8,19.1822,7,10.0,2,2,No,Y,not filled in,N,N
2.7,4,25.7812,5,10.0,2,2,No,,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N,N
,4,30.6007,6,15.0,2,2,No,Y,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N,N
,4,31.3793,6,10.0,2,2,No,Y,Derived 5-cycle label,^^,N
3.2,6,30.0404,6,10.0,2,2,No,,not filled in,N,N
1.6,4,39.6538,6,10.0,2,2,none,Y,not filled in,N,N
1.8,4,37.9352,6,15.0,2,2,No,   ,Derived 5-cycle label,^^,N
5.0,8,16.7722,6,10.0,2,2,No,Y,Derived 5-cycle label,^^,N
2.5,4,34.3738,6,15.0,2,2,No,Y,not filled in,^^,N
,6,Mod,8,,2,2,No,Y,not filled in,^^,N
,6,29.8923,8,10.0,2,2,No,,Derived 5-cycle label,N,N
,4,32.8775,5,10.0,2,2,No,N,Derived 5-cycle label,N,N
2.0,4,33.5795,1,10.0,2,2,No,   ,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N,N
,6,26.1282,8,85.0,1,1,No,Y,Derived 5-cycle label,N,N
3.6,6,27.9923,8,85.0,2,2,No,   ,Derived 5-cycle label,^^,N
6.2,8,23.731,6,10.0,1,1,No,Y,not filled in,Y,N
,4,32.9267,6,15.0,2,2,No,Y,Derived 5-cycle label,N,N
,4,30.5209,6,15.0,2,2,No,   ,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N,N
,8,18.3618,4,85.0,1,1,No,Y,Derived 5-cycle label,N,N
3.0,6,39.9173,8,,2,2,none,Y,Derived 5-cycle label,^^,N
5.2,10,16.8379,6,10.0,2,2,none,N,Vehicle Specific 5-cycle label,N,N
,6,29.6324,7,85.0,2,2,Yes,Y,not filled in,N,N
4.2,8,20.6087,7,10.0,2,2,none,Y,Vehicle Specific 5-cycle label,N,N
1.8,4,35.8675,5,15.0,2,2,No,N,Derived 5-cycle label,^^,N
3.8,8,20.8445,8,10.0,2,2,No,   ,Derived 5-cycle label,^^,N
5.5,8,23.2929,7,10.0,2,2,No,,Vehicle Specific 5-cycle label,^^,N
3.8,6,23.7767,6,10.0,2,2,No,   ,not filled in,^^,N
,6,22.7871,6,10.0,2,2,No,   ,Derived 5-cycle label,N,N
5.3,8,23.4503,6,85.0,1,1,No,Y,not filled in,Y,N
2.4,4,36.6253,6,10.0,2,2,No,,not filled in,N,N
,6,26.6838,6,15.0,2,2,No,Y,Derived 5-cycle label,N,N
,4,34.5259,8,10.0,2,2,Yes,Y,not filled in,N,N
1.8,4,45.4338,1,10.0,2,2,none,,Derived 5-cycle label,N,N
3.5,6,30.429,7,85.0,2,2,Yes,,not filled in,^^,N
,6,25.6055,6,15.0,2,2,No,   ,Derived 5-cycle label,N,N
5.4,8,17.61,4,85.0,1,1,No,   ,Derived 5-cycle label,N,N
,8,18.7638,6,10.0,2,2,No,Y,Derived 5-cycle label,N,N
,6,28.6078,7,10.0,2,2,Yes,Y,not filled in,^^,N
1.8,4,43.1825,7,15.0,2,2,No,,not filled in,N,N
4.8,8,23.5293,7,10.0,2,2,Yes,   ,Derived 5-cycle label,^^,N
1.6,4,36.2557,6,10.0,2,2,No,N,not filled in,^^,N
3.8,6,26.9652,7,10.0,2,2,none,N,not filled in,^^,N
4.7,8,25.0798,7,10.0,2,2,Yes,,Vehicle Specific 5-cycle label,N,N
,6,27.2606,6,10.0,2,2,No,,Derived 5-cycle label,N,N
2.0,4,35.9182,8,10.0,2,2,Yes,Y,not filled in,N,N
,4,Mod,6,,2,2,No,,Derived 5-cycle label,N,N
3.4,6,29.2367,7,10.0,2,2,none,   ,Derived 5-cycle label,N,N
1.6,4,38.7388,6,10.0,2,2,none,,Derived 5-cycle label,N,N
3.5,6,26.6316,1,10.0,2,2,none,Y,Derived 5-cycle label,N,N
3.6,6,27.8126,6,10.0,2,2,No,,not filled in,^^,N
1.6,4,36.6353,6,10.0,2,2,none,N,not filled in,^^,N
6.2,8,20.4428,6,10.0,1,1,No,N,not filled in,^^,N
,6,24.8911,6,10.0,2,2,No,Y,Derived 5-cycle label,N,N
3.5,6,22.5882,5,10.0,2,2,No,   ,Derived 5-cycle label,N,N
,4,40.2268,1,10.0,2,2,No,Y,not filled in,^^,N
,4,40.5653,6,85.0,2,2,No,Y,not filled in,^^,N
2.0,4,Mod,6,,2,2,No,Y,not filled in,^^,N
6.8,8,15.8033,8,10.0,1,1,No,Y,Vehicle Specific 5-cycle label,^^,N
5.6,8,19.0582,5,10.0,2,2,none,Y,Derived 5-cycle label,N,N
3.4,6,30.3389,7,10.0,2,2,none,N,not filled in,N,N
5.0,8,26.6567,6,15.0,2,2,none,Y,Derived 5-cycle label,^^,N
6.5,12,14.4817,7,10.0,2,2,none,Y,Vehicle Specific 5-cycle label,^^,N
,8,20.3336,8,10.0,2,2,none,Y,Derived 5-cycle label,N,N
4.5,8,18.3593,7,10.0,2,2,none,   ,Derived 5-cycle label,N,N
,4,40.5894,6,85.0,2,2,No,N,not filled in,^^,N
4.0,6,22.4151,5,10.0,2,2,none,Y,Derived 5-cycle label,N,N
3.8,8,23.7829,7,10.0,2,2,none,Y,Vehicle Specific 5-cycle label,^^,N
,6,24.9612,8,10.0,2,2,No,   ,Derived 5-cycle label,N,N
1.2,4,45.5243,1,10.0,2,2,none,N,Derived 5-cycle label,N,N
5.5,8,23.4146,7,10.0,2,2,Yes,Y,not filled in,^^,N
,6,27.3812,7,10.0,2,2,none,N,Derived 5-cycle label,N,N
2.5,4,32.171,6,10.0,2,2,No,,Derived 5-cycle label,N,N
1.5,3,44.6847,6,10.0,2,2,none,N,not filled in,N,N
2.5,4,41.7293,1,10.0,2,2,No,,Derived 5-cycle label,N,N
,4,41.2498,6,15.0,2,2,No,Y,not filled in,^^,N
2.0,4,30.3066,6,10.0,2,2,No,   ,not filled in,N,N
3.6,6,21.7302,6,10.0,2,2,No,Y,Derived 5-cycle label,N,N
1.8,4,42.2667,6,10.0,2,2,none,,Derived 5-cycle label,^^,N
,4,32.9984,7,10.0,2,2,none,Y,Derived 5-cycle label,N,N
,4,25.1879,5,10.0,2,2,No,,Derived 5-cycle label,N,N
2.0,4,26.3422,6,10.0,2,2,No,Y,not filled in,^^,N
6.2,8,25.2338,6,10.0,1,1,none,   ,Derived 5-cycle label,Y,N
5.7,8,18.9482,6,10.0,2,2,none,Y,Derived 5-cycle label,N,N
,8,24.5187,8,10.0,2,2,none,Y,Derived 5-cycle label,N,N
,8,23.404,5,10.0,1,1,No,,Derived 5-cycle label,Y,N
3.6,6,28.2902,6,10.0,2,2,No,   ,not filled in,N,N
,4,33.0254,5,10.0,2,2,No,Y,Derived 5-cycle label,N,N
5.4,8,16.9609,4,85.0,1,1,No,Y,Derived 5-cycle label,N,N
2.5,4,27.4001,5,10.0,2,2,No,,not filled in,^^,N
,4,40.9678,6,10.0,2,2,No,N,not filled in,^^,N
3.0,6,24.4657,8,10.0,2,2,Yes,   ,Derived 5-cycle label,^^,N
,4,35.8348,8,10.0,2,2,Yes,Y,not filled in,N,N
,6,29.0058,8,15.0,2,2,No,Y,not filled in,^^,N
3.6,6,23.8404,8,10.0,2,2,No,   ,Derived 5-cycle label,^^,N
3.0,6,30.813,8,10.0,2,2,Yes,Y,Derived 5-cycle label,^^,N
,4,60.7663,7,10.0,2,2,No,Y,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,^^,N
,4,26.8679,6,10.0,2,2,No,Y,Derived 5-cycle label,N,N
,16,12.4782,7,10.0,2,2,none,Y,Vehicle Specific 5-cycle label,N,N
1.6,4,39.4431,6,10.0,2,2,none,   ,Derived 5-cycle label,N,N
6.4,8,21.8531,5,10.0,1,1,No,,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,Y,N
2.5,5,31.6112,6,10.0,2,2,No,   ,Vehicle Specific 5-cycle label,^^,N
4.6,8,18.6788,4,85.0,1,1,No,   ,Derived 5-cycle label,N,N
5.2,10,16.0722,6,10.0,2,2,none,   ,Vehicle Specific 5-cycle label,N,N
2.0,4,36.2316,6,10.0,2,2,No,,Derived 5-cycle label,^^,N
4.8,8,23.7927,7,10.0,2,2,Yes,,Derived 5-cycle label,^^,N
3.4,6,28.7417,7,10.0,2,2,none,N,not filled in,N,N
2.4,4,36.7105,6,10.0,2,2,No,,Derived 5-cycle label,^^,N
3.7,6,26.5314,7,10.0,2,2,none,Y,Derived 5-cycle label,N,N
2.0,4,32.4219,6,10.0,2,2,none,Y,not filled in,N,N
5.2,10,19.197,6,10.0,2,2,none,   ,Vehicle Specific 5-cycle label,N,N
4.2,8,22.8332,7,10.0,2,2,none,   ,Vehicle Specific 5-cycle label,N,N
3.7,6,26.9652,6,15.0,2,2,none,,Derived 5-cycle label,^^,N
2.0,4,30.0241,6,10.0,2,2,No,N,not filled in,^^,N
1.8,4,37.5441,6,10.0,2,2,No,Y,not filled in,^^,N
3.0,6,24.8923,8,10.0,2,2,Yes,   ,Derived 5-cycle label,^^,N
1.8,4,39.4158,5,10.0,2,2,none,N,not filled in,N,N
4.4,8,20.538,7,10.0,2,2,none,N,Derived 5-cycle label,N,N
4.4,8,20.538,7,10.0,2,2,Yes,N,Derived 5-cycle label,^^,N
1.8,4,37.9239,1,10.0,2,2,No,,Derived 5-cycle label,N,N
3.5,6,29.7643,7,10.0,2,2,Yes,Y,not filled in,N,N
3.3,6,27.153,6,15.0,2,2,No,Y,Derived 5-cycle label,N,N
3.5,6,30.429,7,10.0,2,2,none,,Derived 5-cycle label,^^,N
4.7,8,26.3815,7,10.0,2,2,none,,Vehicle Specific 5-cycle label,N,N
4.6,8,21.3053,6,10.0,2,2,No,Y,not filled in,^^,N
2.0,4,31.454,6,10.0,2,2,No,Y,not filled in,^^,N
3.7,6,30.126,7,10.0,2,2,No,,not filled in,^^,N
,4,37.6394,6,10.0,2,2,No,Y,Derived 5-cycle label,^^,N
,6,25.1515,6,10.0,2,2,none,N,Vehicle Specific 5-cycle label,N,N
,6,29.7022,6,15.0,2,2,No,Y,not filled in,^^,N
2.0,4,35.3932,8,10.0,2,2,Yes,,Derived 5-cycle label,^^,N
3.6,6,27.2124,8,10.0,2,2,Yes,Y,Derived 5-cycle label,^^,N
,8,20.9239,7,10.0,2,2,No,Y,Vehicle Specific 5-cycle label,N,N
3.0,6,33.4076,8,10.0,2,2,Yes,   ,Vehicle Specific 5-cycle label,N,N
,6,30.3389,7,10.0,2,2,none,N,Derived 5-cycle label,N,N
3.0,6,28.9925,8,,2,2,No,Y,Derived 5-cycle label,N,N
2.5,5,32.2178,6,10.0,2,2,No,,Vehicle Specific 5-cycle label,N,N
,12,19.3741,8,85.0,2,2,No,Y,not filled in,N,N
2.0,4,30.5765,6,10.0,2,2,none,Y,Derived 5-cycle label,N,N
,4,38.0961,6,10.0,2,2,No,,Derived 5-cycle label,N,N
2.0,4,45.1318,6,10.0,2,2,No,,not filled in,^^,N
3.6,6,25.257,6,85.0,2,2,No,   ,Derived 5-cycle label,^^,N
,6,26.1619,1,10.0,2,2,No,Y,Derived 5-cycle label,N,N
,4,43.7587,4,10.0,2,2,No,Y,Derived 5-cycle label,^^,N
,4,33.001,1,10.0,2,2,No,   ,Derived 5-cycle label,^^,N
